complaint_id,complaint_time,victim_acc,atm_id,lat,lon,narrative
917becf4,2024-02-18 04:25:00,A25410,ATM_0179,28.78144037059627,77.11913198281398,Unauthorized withdrawal complaint
b815a880,2024-02-05 23:17:00,A82636,ATM_0194,28.688222917054794,76.96769636544275,Unauthorized withdrawal complaint
2225795a,2024-02-23 16:43:00,A39494,ATM_0141,28.60751070302068,76.84283076750711,Unauthorized withdrawal complaint
72e2f3d0,2024-01-19 01:09:00,A78499,ATM_0089,28.505207807188864,76.98656927531773,Unauthorized withdrawal complaint
7b71c8aa,2024-02-13 23:58:00,A21067,ATM_0010,28.607600807371668,76.80127922273756,Unauthorized withdrawal complaint
ec2fe600,2024-02-12 09:20:00,A73436,ATM_0126,28.753769197976485,77.25316837235646,Unauthorized withdrawal complaint
d97a8b5a,2024-01-13 14:49:00,A90510,ATM_0173,28.604633293941145,77.06198972823657,Unauthorized withdrawal complaint
97ba0775,2024-02-11 17:36:00,A23552,ATM_0002,28.731338576670346,77.11318636034103,Unauthorized withdrawal complaint
e6c53c2d,2024-02-08 23:04:00,A14752,ATM_0173,28.604633293941145,77.06198972823657,Unauthorized withdrawal complaint
4ea7d20d,2024-02-04 00:52:00,A51743,ATM_0116,28.57627605284083,76.86596149855922,Unauthorized withdrawal complaint
4e3e96cb,2024-02-22 05:20:00,A62818,ATM_0090,28.501313563574396,77.17272465027233,Unauthorized withdrawal complaint
cded5b76,2024-01-18 21:25:00,A47670,ATM_0139,28.516019776526694,77.01168173341946,Unauthorized withdrawal complaint
23d4346e,2024-02-28 04:27:00,A46013,ATM_0174,28.78265373734085,76.92528084436591,Unauthorized withdrawal complaint
45e9fd08,2024-02-02 19:00:00,A45349,ATM_0163,28.858522177373967,77.04349059555646,Unauthorized withdrawal complaint
00c016fb,2024-01-22 07:52:00,A71765,ATM_0029,28.691629762953152,76.94774527227626,Unauthorized withdrawal complaint
fc01737f,2024-02-05 01:18:00,A94876,ATM_0194,28.688222917054794,76.96769636544275,Unauthorized withdrawal complaint
707feb15,2024-01-27 22:33:00,A13409,ATM_0163,28.858522177373967,77.04349059555646,Unauthorized withdrawal complaint
93f274c9,2024-01-13 21:08:00,A41239,ATM_0062,28.47157003440945,77.16606605660496,Unauthorized withdrawal complaint
3a1eabb0,2024-01-18 08:36:00,A36732,ATM_0166,28.740513933043864,77.22351030349627,Unauthorized withdrawal complaint
5b212300,2024-02-28 02:34:00,A71031,ATM_0035,28.59696646586838,76.91080987549974,Unauthorized withdrawal complaint
74a6d6a7,2024-02-29 09:38:00,A26681,ATM_0118,28.515104881035263,76.80750138032171,Unauthorized withdrawal complaint
a3bf1dba,2024-02-27 15:26:00,A49727,ATM_0113,28.76814132077124,77.11821828881085,Unauthorized withdrawal complaint
85f292bd,2024-01-21 15:02:00,A25820,ATM_0006,28.486268490423285,77.07706167744516,Unauthorized withdrawal complaint
40417b80,2024-03-01 22:27:00,A81658,ATM_0153,28.478538685947477,77.20521828017547,Unauthorized withdrawal complaint
4b0e5cb9,2024-02-26 03:09:00,A28696,ATM_0161,28.49088839943101,77.2034624895408,Unauthorized withdrawal complaint
0c1cbcf0,2024-01-15 17:52:00,A88843,ATM_0192,28.473490561153383,77.09305276108911,Unauthorized withdrawal complaint
6b913d3c,2024-02-15 16:33:00,A82248,ATM_0183,28.45588216282715,76.82803793361315,Unauthorized withdrawal complaint
811d5985,2024-02-20 08:46:00,A57952,ATM_0018,28.74610995340198,76.9101213612396,Unauthorized withdrawal complaint
d269fe5c,2024-02-05 13:14:00,A17682,ATM_0022,28.83950547776464,77.26535614714484,Unauthorized withdrawal complaint
e628f690,2024-01-19 20:46:00,A85479,ATM_0143,28.68805383948849,77.01683661985508,Unauthorized withdrawal complaint
7748299f,2024-02-02 04:19:00,A68189,ATM_0053,28.656445183113036,77.28210307058383,Unauthorized withdrawal complaint
7a10bcdc,2024-01-03 22:09:00,A97829,ATM_0149,28.7471052819805,76.93696281646753,Unauthorized withdrawal complaint
a90797c4,2024-01-21 16:26:00,A70039,ATM_0165,28.445788081962018,76.8194454452997,Unauthorized withdrawal complaint
34375c6d,2024-03-02 01:43:00,A25822,ATM_0147,28.663643562997365,77.08499438825096,Unauthorized withdrawal complaint
758717cb,2024-01-17 10:30:00,A63450,ATM_0050,28.473884566155075,77.28972697084359,Unauthorized withdrawal complaint
4c02dd44,2024-02-28 18:34:00,A25105,ATM_0127,28.453006893464536,77.21327175414142,Unauthorized withdrawal complaint
b1cf9358,2024-02-13 10:49:00,A95852,ATM_0031,28.727612593710198,76.97350079099728,Unauthorized withdrawal complaint
43cf5600,2024-02-15 11:51:00,A52089,ATM_0085,28.509394297630138,77.14602518029304,Unauthorized withdrawal complaint
733f9ff9,2024-01-20 01:31:00,A48787,ATM_0095,28.652847890136933,76.94636384657204,Unauthorized withdrawal complaint
af097286,2024-02-07 06:31:00,A58836,ATM_0026,28.807376048679654,77.21104593139572,Unauthorized withdrawal complaint
1eecfecd,2024-01-06 05:34:00,A70193,ATM_0083,28.686151431891034,77.07537036459497,Unauthorized withdrawal complaint
f3b5b748,2024-02-08 09:51:00,A54232,ATM_0004,28.401444875573763,77.1393726062339,Unauthorized withdrawal complaint
010704df,2024-02-10 21:27:00,A17625,ATM_0165,28.445788081962018,76.8194454452997,Unauthorized withdrawal complaint
24eb5414,2024-02-19 17:25:00,A75146,ATM_0146,28.859262694550885,77.2036012665139,Unauthorized withdrawal complaint
5225a048,2024-02-14 19:18:00,A59767,ATM_0056,28.864807498458006,76.9440456596748,Unauthorized withdrawal complaint
2c678a56,2024-02-19 10:08:00,A68684,ATM_0063,28.575068742348844,76.93703212741507,Unauthorized withdrawal complaint
affdbbbf,2024-02-15 15:12:00,A83440,ATM_0126,28.753769197976485,77.25316837235646,Unauthorized withdrawal complaint
951a2951,2024-02-10 18:55:00,A89058,ATM_0125,28.89459610228488,76.81546385461573,Unauthorized withdrawal complaint
1e882985,2024-01-15 20:12:00,A12920,ATM_0059,28.653569823624796,76.88011618472255,Unauthorized withdrawal complaint
1d73919f,2024-01-05 06:40:00,A77354,ATM_0140,28.502298639671313,77.19203404713609,Unauthorized withdrawal complaint
341db7d5,2024-01-29 13:50:00,A99055,ATM_0082,28.560935233544473,77.24838015088942,Unauthorized withdrawal complaint
1d9d98e5,2024-01-23 07:05:00,A76377,ATM_0174,28.78265373734085,76.92528084436591,Unauthorized withdrawal complaint
cfd20754,2024-01-22 02:52:00,A77878,ATM_0027,28.418688837831233,77.10096850203593,Unauthorized withdrawal complaint
6fd12fc3,2024-02-27 03:59:00,A56576,ATM_0074,28.82620504592694,77.04449029386885,Unauthorized withdrawal complaint
ed7a936a,2024-02-21 09:38:00,A93271,ATM_0094,28.586953955492007,76.89276936363098,Unauthorized withdrawal complaint
afd49c4d,2024-01-12 11:22:00,A76001,ATM_0022,28.83950547776464,77.26535614714484,Unauthorized withdrawal complaint
4c56366e,2024-01-30 18:04:00,A52370,ATM_0133,28.578837886176434,77.29112116422247,Unauthorized withdrawal complaint
1b6c373d,2024-01-22 22:14:00,A78592,ATM_0006,28.486268490423285,77.07706167744516,Unauthorized withdrawal complaint
f3fb46d4,2024-02-09 19:16:00,A50427,ATM_0118,28.515104881035263,76.80750138032171,Unauthorized withdrawal complaint
65ec6c9a,2024-01-14 01:13:00,A77016,ATM_0039,28.75929104460528,77.16424209617642,Unauthorized withdrawal complaint
2cfff6b8,2024-01-26 09:45:00,A29660,ATM_0040,28.471574828076317,76.9882498855232,Unauthorized withdrawal complaint
16f2ad35,2024-02-25 02:02:00,A42412,ATM_0162,28.4914702317631,76.83316886929028,Unauthorized withdrawal complaint
3d9f0d80,2024-02-20 02:26:00,A36921,ATM_0123,28.55154359370726,77.23408170683133,Unauthorized withdrawal complaint
af2c8689,2024-02-23 03:31:00,A17047,ATM_0008,28.796344229487286,77.11078660859654,Unauthorized withdrawal complaint
1409438f,2024-01-02 22:18:00,A43301,ATM_0086,28.41515148184658,77.19156588482609,Unauthorized withdrawal complaint
d510b736,2024-01-12 12:44:00,A93502,ATM_0043,28.674568255297466,77.28941446638127,Unauthorized withdrawal complaint
04eeaf93,2024-02-26 22:43:00,A13870,ATM_0140,28.502298639671313,77.19203404713609,Unauthorized withdrawal complaint
a3fa12c8,2024-02-13 20:05:00,A58912,ATM_0109,28.597325545826568,77.12688787144101,Unauthorized withdrawal complaint
8ba0c051,2024-02-16 13:43:00,A16494,ATM_0164,28.881145575167398,76.99358794105133,Unauthorized withdrawal complaint
731bdd72,2024-01-07 13:31:00,A62896,ATM_0161,28.49088839943101,77.2034624895408,Unauthorized withdrawal complaint
6f1a1155,2024-02-15 19:21:00,A20067,ATM_0090,28.501313563574396,77.17272465027233,Unauthorized withdrawal complaint
11427eb1,2024-01-23 20:31:00,A39452,ATM_0146,28.859262694550885,77.2036012665139,Unauthorized withdrawal complaint
d7d49b14,2024-02-02 11:04:00,A23406,ATM_0154,28.43722022451195,76.80779176397719,Unauthorized withdrawal complaint
196b2136,2024-02-10 22:28:00,A95542,ATM_0004,28.401444875573763,77.1393726062339,Unauthorized withdrawal complaint
9768311b,2024-02-16 05:49:00,A69130,ATM_0070,28.78290765314186,77.00227637508101,Unauthorized withdrawal complaint
c69526e1,2024-02-21 11:32:00,A71552,ATM_0007,28.48246310110483,76.96963960924015,Unauthorized withdrawal complaint
7c02b237,2024-02-24 19:47:00,A34526,ATM_0152,28.566949326778488,77.18806763628652,Unauthorized withdrawal complaint
79d924de,2024-01-18 17:26:00,A30772,ATM_0108,28.809679026046805,76.94884132550118,Unauthorized withdrawal complaint
e197b003,2024-01-17 00:08:00,A29470,ATM_0014,28.78675161876408,77.1991786834372,Unauthorized withdrawal complaint
3d1af39f,2024-02-08 16:21:00,A20815,ATM_0108,28.809679026046805,76.94884132550118,Unauthorized withdrawal complaint
fde4ca17,2024-02-18 00:22:00,A17113,ATM_0027,28.418688837831233,77.10096850203593,Unauthorized withdrawal complaint
92038d19,2024-01-30 04:06:00,A58174,ATM_0039,28.75929104460528,77.16424209617642,Unauthorized withdrawal complaint
3e82ad91,2024-02-03 15:21:00,A12016,ATM_0000,28.842847540454933,77.04207951097403,Unauthorized withdrawal complaint
75ebaaf4,2024-02-13 00:22:00,A74056,ATM_0180,28.441267454032754,77.0922792519729,Unauthorized withdrawal complaint
80dfe66c,2024-02-27 17:43:00,A57105,ATM_0057,28.453652706759225,76.98024281274773,Unauthorized withdrawal complaint
bfbdb0ac,2024-01-23 10:14:00,A92962,ATM_0092,28.55366470790544,76.84239762150438,Unauthorized withdrawal complaint
e1c7a50c,2024-01-23 12:24:00,A53414,ATM_0088,28.584467034411016,77.24616267473897,Unauthorized withdrawal complaint
cae96e13,2024-01-14 00:04:00,A96660,ATM_0129,28.667996471860064,76.92693811917515,Unauthorized withdrawal complaint
7af9f4ff,2024-01-22 19:50:00,A31370,ATM_0113,28.76814132077124,77.11821828881085,Unauthorized withdrawal complaint
ea0da3c4,2024-01-11 19:04:00,A97770,ATM_0002,28.731338576670346,77.11318636034103,Unauthorized withdrawal complaint
1162407f,2024-02-02 04:13:00,A22270,ATM_0152,28.566949326778488,77.18806763628652,Unauthorized withdrawal complaint
06197ef6,2024-01-17 14:10:00,A29540,ATM_0152,28.566949326778488,77.18806763628652,Unauthorized withdrawal complaint
e1c38134,2024-01-10 06:02:00,A14360,ATM_0054,28.664962754366464,77.00742005113402,Unauthorized withdrawal complaint
30e7e94b,2024-02-05 13:16:00,A61479,ATM_0105,28.621238168654834,77.19815401639366,Unauthorized withdrawal complaint
8965b355,2024-01-20 10:55:00,A45298,ATM_0053,28.656445183113036,77.28210307058383,Unauthorized withdrawal complaint
2b81b90a,2024-02-18 17:13:00,A31567,ATM_0137,28.853565656634196,77.27427515179745,Unauthorized withdrawal complaint
bd4483a5,2024-01-18 09:27:00,A16344,ATM_0092,28.55366470790544,76.84239762150438,Unauthorized withdrawal complaint
b1f740d1,2024-01-17 09:49:00,A83041,ATM_0002,28.731338576670346,77.11318636034103,Unauthorized withdrawal complaint
160bb423,2024-02-14 09:57:00,A83716,ATM_0050,28.473884566155075,77.28972697084359,Unauthorized withdrawal complaint
0d1ba764,2024-02-12 15:54:00,A67973,ATM_0111,28.576031628125236,77.13086989936939,Unauthorized withdrawal complaint
758a47ed,2024-02-21 04:15:00,A17565,ATM_0012,28.589996298732423,77.08455248080591,Unauthorized withdrawal complaint
d0aa5893,2024-02-03 05:22:00,A33456,ATM_0125,28.89459610228488,76.81546385461573,Unauthorized withdrawal complaint
1754e084,2024-01-18 03:19:00,A93640,ATM_0016,28.733485623758572,76.82951707287275,Unauthorized withdrawal complaint
ca150621,2024-02-22 19:38:00,A21028,ATM_0061,28.484443414821758,76.91234357442612,Unauthorized withdrawal complaint
3ae1dc7e,2024-02-21 16:19:00,A21060,ATM_0183,28.45588216282715,76.82803793361315,Unauthorized withdrawal complaint
9cb9820c,2024-02-13 03:28:00,A20706,ATM_0047,28.834480764147095,77.24413125835989,Unauthorized withdrawal complaint
1c8d0542,2024-02-24 12:34:00,A27381,ATM_0108,28.809679026046805,76.94884132550118,Unauthorized withdrawal complaint
1bcb13ad,2024-02-06 17:59:00,A95996,ATM_0149,28.7471052819805,76.93696281646753,Unauthorized withdrawal complaint
ca2ffbd5,2024-02-15 16:09:00,A73161,ATM_0068,28.464486538717647,77.05849176824744,Unauthorized withdrawal complaint
a922266e,2024-01-18 03:45:00,A55211,ATM_0061,28.484443414821758,76.91234357442612,Unauthorized withdrawal complaint
72c67627,2024-02-20 18:45:00,A40461,ATM_0052,28.849278977748227,77.05459880598332,Unauthorized withdrawal complaint
9fc70c28,2024-02-06 15:02:00,A68192,ATM_0009,28.825418271415742,76.82124696638223,Unauthorized withdrawal complaint
c2efb47e,2024-01-24 06:02:00,A50309,ATM_0014,28.78675161876408,77.1991786834372,Unauthorized withdrawal complaint
c0aaeea9,2024-01-08 11:14:00,A87187,ATM_0086,28.41515148184658,77.19156588482609,Unauthorized withdrawal complaint
8e3450ba,2024-02-24 10:15:00,A65802,ATM_0007,28.48246310110483,76.96963960924015,Unauthorized withdrawal complaint
bc3efaff,2024-01-23 13:10:00,A83045,ATM_0134,28.835271443820552,76.99359524015846,Unauthorized withdrawal complaint
392755ed,2024-01-30 13:55:00,A49833,ATM_0163,28.858522177373967,77.04349059555646,Unauthorized withdrawal complaint
58ef983d,2024-02-27 21:57:00,A64984,ATM_0034,28.651246075059476,76.92830596578499,Unauthorized withdrawal complaint
7a7718db,2024-01-24 15:56:00,A54739,ATM_0026,28.807376048679654,77.21104593139572,Unauthorized withdrawal complaint
178cabb3,2024-01-02 09:09:00,A70618,ATM_0192,28.473490561153383,77.09305276108911,Unauthorized withdrawal complaint
b69c2430,2024-01-10 07:29:00,A24515,ATM_0121,28.674590094504616,76.8020127219904,Unauthorized withdrawal complaint
5b9073a6,2024-02-16 07:24:00,A56286,ATM_0167,28.784546395372864,77.04636330643814,Unauthorized withdrawal complaint
21866f06,2024-01-23 18:25:00,A71537,ATM_0003,28.738542318951634,77.10475121963005,Unauthorized withdrawal complaint
64a8bf5d,2024-01-08 14:39:00,A90231,ATM_0031,28.727612593710198,76.97350079099728,Unauthorized withdrawal complaint
189e24fd,2024-01-18 09:47:00,A86332,ATM_0119,28.43518490275371,77.24501527775828,Unauthorized withdrawal complaint
ea9fe0da,2024-02-06 08:03:00,A18523,ATM_0030,28.73677504580395,77.27452912234075,Unauthorized withdrawal complaint
6cb11ea0,2024-02-16 02:35:00,A41450,ATM_0143,28.68805383948849,77.01683661985508,Unauthorized withdrawal complaint
5b62083a,2024-02-15 14:46:00,A67008,ATM_0102,28.70982758439872,77.1506761782229,Unauthorized withdrawal complaint
5dc5f8f7,2024-01-02 09:37:00,A56415,ATM_0039,28.75929104460528,77.16424209617642,Unauthorized withdrawal complaint
4ab5ddd0,2024-02-13 11:59:00,A87224,ATM_0094,28.586953955492007,76.89276936363098,Unauthorized withdrawal complaint
6dc8fd4a,2024-02-04 15:40:00,A84696,ATM_0065,28.638452804160444,76.82760186306662,Unauthorized withdrawal complaint
fce52718,2024-02-21 19:31:00,A88849,ATM_0149,28.7471052819805,76.93696281646753,Unauthorized withdrawal complaint
535b19ff,2024-02-15 10:42:00,A42731,ATM_0098,28.63684329321167,77.16032524417854,Unauthorized withdrawal complaint
3874d904,2024-01-18 02:12:00,A20978,ATM_0138,28.438213427778585,76.82001266781191,Unauthorized withdrawal complaint
780d8904,2024-02-14 05:38:00,A94399,ATM_0129,28.667996471860064,76.92693811917515,Unauthorized withdrawal complaint
d81f638f,2024-02-23 19:30:00,A47442,ATM_0163,28.858522177373967,77.04349059555646,Unauthorized withdrawal complaint
d1b764df,2024-01-23 14:09:00,A28510,ATM_0162,28.4914702317631,76.83316886929028,Unauthorized withdrawal complaint
6cfe1f3e,2024-02-06 19:32:00,A18319,ATM_0143,28.68805383948849,77.01683661985508,Unauthorized withdrawal complaint
97298646,2024-01-15 04:05:00,A47015,ATM_0037,28.81679405358581,77.15375929555752,Unauthorized withdrawal complaint
e7b52c4c,2024-02-18 19:35:00,A75625,ATM_0007,28.48246310110483,76.96963960924015,Unauthorized withdrawal complaint
09e18619,2024-01-04 18:27:00,A68880,ATM_0061,28.484443414821758,76.91234357442612,Unauthorized withdrawal complaint
e0047bf7,2024-02-10 23:08:00,A45920,ATM_0183,28.45588216282715,76.82803793361315,Unauthorized withdrawal complaint
377348cc,2024-01-06 02:20:00,A46344,ATM_0037,28.81679405358581,77.15375929555752,Unauthorized withdrawal complaint
b5e88254,2024-01-12 11:34:00,A66655,ATM_0028,28.588565520357214,76.9510044849405,Unauthorized withdrawal complaint
aa0a8961,2024-01-15 23:46:00,A54555,ATM_0026,28.807376048679654,77.21104593139572,Unauthorized withdrawal complaint
21381ba8,2024-02-02 19:17:00,A49414,ATM_0146,28.859262694550885,77.2036012665139,Unauthorized withdrawal complaint
0fd70673,2024-01-25 23:28:00,A75166,ATM_0037,28.81679405358581,77.15375929555752,Unauthorized withdrawal complaint
5ae73251,2024-02-24 14:07:00,A93597,ATM_0179,28.78144037059627,77.11913198281398,Unauthorized withdrawal complaint
652abe50,2024-02-09 01:53:00,A42489,ATM_0163,28.858522177373967,77.04349059555646,Unauthorized withdrawal complaint
9b55ea76,2024-01-18 15:17:00,A59074,ATM_0017,28.857112690293395,76.93167307846308,Unauthorized withdrawal complaint
09d9b050,2024-02-06 10:21:00,A41563,ATM_0141,28.60751070302068,76.84283076750711,Unauthorized withdrawal complaint
20d0a386,2024-01-05 15:35:00,A97542,ATM_0141,28.60751070302068,76.84283076750711,Unauthorized withdrawal complaint
640521aa,2024-02-18 02:26:00,A81738,ATM_0073,28.483114279040766,77.14717861308476,Unauthorized withdrawal complaint
c11660ca,2024-01-08 16:08:00,A53702,ATM_0066,28.701648714558416,76.86415327826172,Unauthorized withdrawal complaint
41cc0d01,2024-01-05 19:09:00,A89413,ATM_0023,28.889964419184384,77.19316005322013,Unauthorized withdrawal complaint
c733eb2b,2024-01-31 15:07:00,A89895,ATM_0076,28.61822382784498,77.18396814795913,Unauthorized withdrawal complaint
18ccdc21,2024-01-23 09:50:00,A19676,ATM_0141,28.60751070302068,76.84283076750711,Unauthorized withdrawal complaint
fedfcc34,2024-02-22 00:18:00,A34801,ATM_0125,28.89459610228488,76.81546385461573,Unauthorized withdrawal complaint
51874419,2024-02-10 14:07:00,A18920,ATM_0087,28.691010966772385,77.09105150517968,Unauthorized withdrawal complaint
2790d063,2024-02-17 04:20:00,A63123,ATM_0020,28.532886390084848,77.13324346058226,Unauthorized withdrawal complaint
010c5432,2024-02-15 13:57:00,A61928,ATM_0195,28.737371755656476,77.03711707731615,Unauthorized withdrawal complaint
69e45610,2024-01-21 03:24:00,A64252,ATM_0140,28.502298639671313,77.19203404713609,Unauthorized withdrawal complaint
5b826a07,2024-02-23 14:19:00,A72693,ATM_0006,28.486268490423285,77.07706167744516,Unauthorized withdrawal complaint
6520722c,2024-02-12 23:39:00,A70237,ATM_0037,28.81679405358581,77.15375929555752,Unauthorized withdrawal complaint
8b6e13eb,2024-01-05 14:41:00,A39535,ATM_0088,28.584467034411016,77.24616267473897,Unauthorized withdrawal complaint
f647d1c8,2024-02-25 05:54:00,A14092,ATM_0040,28.471574828076317,76.9882498855232,Unauthorized withdrawal complaint
fe97be55,2024-02-05 21:57:00,A21498,ATM_0190,28.82071538875222,77.17851187882468,Unauthorized withdrawal complaint
53497872,2024-02-02 17:46:00,A53095,ATM_0186,28.748903202236107,77.09864713010442,Unauthorized withdrawal complaint
7aa5f4e3,2024-01-27 01:10:00,A74599,ATM_0034,28.651246075059476,76.92830596578499,Unauthorized withdrawal complaint
372d96d5,2024-01-23 11:13:00,A97741,ATM_0049,28.669219460766175,76.87238035141422,Unauthorized withdrawal complaint
d7972679,2024-01-29 06:45:00,A18229,ATM_0100,28.610442489152092,76.92166210739182,Unauthorized withdrawal complaint
ed268067,2024-02-18 21:08:00,A51189,ATM_0151,28.60417126979012,76.94592762021348,Unauthorized withdrawal complaint
65acd407,2024-01-26 10:06:00,A97900,ATM_0076,28.61822382784498,77.18396814795913,Unauthorized withdrawal complaint
824ea0cb,2024-01-21 15:25:00,A40912,ATM_0159,28.657567549208288,77.11564889549427,Unauthorized withdrawal complaint
6f50022d,2024-01-04 19:34:00,A53658,ATM_0145,28.457100402048972,77.22361162007572,Unauthorized withdrawal complaint
b29fcdc3,2024-02-07 08:00:00,A98840,ATM_0122,28.88503954876224,76.81413193239713,Unauthorized withdrawal complaint
e1458e34,2024-01-03 08:46:00,A12092,ATM_0125,28.89459610228488,76.81546385461573,Unauthorized withdrawal complaint
b2153d39,2024-02-19 20:42:00,A53256,ATM_0025,28.464825804126388,77.18629384502253,Unauthorized withdrawal complaint
738ee55d,2024-02-01 12:11:00,A89372,ATM_0054,28.664962754366464,77.00742005113402,Unauthorized withdrawal complaint
ec94b367,2024-02-19 01:28:00,A93839,ATM_0094,28.586953955492007,76.89276936363098,Unauthorized withdrawal complaint
ac294722,2024-01-21 13:33:00,A64420,ATM_0131,28.546534915668417,77.08964254013429,Unauthorized withdrawal complaint
1e42eceb,2024-02-14 13:26:00,A44649,ATM_0107,28.657610653588925,77.17351776516622,Unauthorized withdrawal complaint
d0e4bf52,2024-02-01 18:30:00,A93773,ATM_0045,28.533201396859354,77.24932684243248,Unauthorized withdrawal complaint
68104ab1,2024-01-11 09:56:00,A34974,ATM_0018,28.74610995340198,76.9101213612396,Unauthorized withdrawal complaint
4cda1aed,2024-02-05 14:28:00,A23986,ATM_0089,28.505207807188864,76.98656927531773,Unauthorized withdrawal complaint
bcbe47ba,2024-02-07 10:21:00,A96029,ATM_0063,28.575068742348844,76.93703212741507,Unauthorized withdrawal complaint
bc9654fb,2024-01-23 12:37:00,A76391,ATM_0048,28.685868194836885,76.85275267494688,Unauthorized withdrawal complaint
f138860a,2024-01-07 05:14:00,A50962,ATM_0140,28.502298639671313,77.19203404713609,Unauthorized withdrawal complaint
92284614,2024-02-17 23:21:00,A48684,ATM_0031,28.727612593710198,76.97350079099728,Unauthorized withdrawal complaint
103a020c,2024-01-30 13:33:00,A99142,ATM_0054,28.664962754366464,77.00742005113402,Unauthorized withdrawal complaint
f2b21526,2024-01-20 07:50:00,A13945,ATM_0147,28.663643562997365,77.08499438825096,Unauthorized withdrawal complaint
0adfa3a0,2024-02-06 23:12:00,A67753,ATM_0136,28.46024577922436,76.82710305961837,Unauthorized withdrawal complaint
98e1b6ee,2024-02-11 08:44:00,A55683,ATM_0057,28.453652706759225,76.98024281274773,Unauthorized withdrawal complaint
2bddd87b,2024-02-21 04:06:00,A78191,ATM_0039,28.75929104460528,77.16424209617642,Unauthorized withdrawal complaint
99d6ad9a,2024-02-26 17:05:00,A47061,ATM_0076,28.61822382784498,77.18396814795913,Unauthorized withdrawal complaint
7e364ac1,2024-01-16 07:59:00,A74372,ATM_0015,28.524661430914975,77.00805937947646,Unauthorized withdrawal complaint
898df45f,2024-02-22 16:57:00,A42447,ATM_0057,28.453652706759225,76.98024281274773,Unauthorized withdrawal complaint
f6923bc2,2024-02-16 05:53:00,A35690,ATM_0022,28.83950547776464,77.26535614714484,Unauthorized withdrawal complaint
d371ca14,2024-02-23 02:24:00,A11833,ATM_0036,28.439292278662272,76.80046758147914,Unauthorized withdrawal complaint
9ac78255,2024-02-29 03:22:00,A32439,ATM_0021,28.62464040032058,77.01253631718781,Unauthorized withdrawal complaint
c325ad2e,2024-01-23 23:56:00,A13136,ATM_0032,28.635061647054187,77.08886631086982,Unauthorized withdrawal complaint
