snap_time,atm_id,recent_txn_count_7d,recent_avg_amt_7d,recent_fraud_count_7d,unique_from_acc_7d,recent_complaints_7d,atm_lat,atm_lon,label
2024-02-01 00:00:00,ATM_0087,26,2096.153846153846,0,26,0,28.691010966772385,77.09105150517968,0
2024-02-01 00:00:00,ATM_0088,28,2196.4285714285716,0,28,0,28.584467034411016,77.24616267473897,0
2024-02-01 00:00:00,ATM_0089,31,1048.3870967741937,1,31,1,28.505207807188864,76.98656927531773,0
2024-02-01 00:00:00,ATM_0090,27,1759.2592592592594,0,27,0,28.501313563574396,77.17272465027233,0
2024-02-01 00:00:00,ATM_0091,41,2219.512195121951,0,41,0,28.745386902080774,76.96337369796619,0
2024-02-01 00:00:00,ATM_0092,26,1500.0,0,26,0,28.55366470790544,76.84239762150438,0
2024-02-01 00:00:00,ATM_0093,33,2287.878787878788,0,33,0,28.754763725952134,77.08929747118249,0
2024-02-01 00:00:00,ATM_0094,33,2045.4545454545455,0,33,0,28.586953955492007,76.89276936363098,0
2024-02-01 00:00:00,ATM_0095,31,1983.8709677419354,0,31,0,28.652847890136933,76.94636384657204,0
2024-02-01 00:00:00,ATM_0096,28,3053.5714285714284,0,28,0,28.636749274638785,76.8296774792245,0
2024-02-01 00:00:00,ATM_0097,26,2596.153846153846,0,26,0,28.547199967726097,77.21335389221125,0
2024-02-01 00:00:00,ATM_0098,27,2444.4444444444443,1,27,1,28.63684329321167,77.16032524417854,0
2024-02-01 00:00:00,ATM_0099,37,2189.189189189189,0,37,0,28.83798645167478,76.86955591448367,0
2024-02-01 00:00:00,ATM_0100,34,2455.8823529411766,1,34,1,28.610442489152092,76.92166210739182,0
2024-02-01 00:00:00,ATM_0101,28,1250.0,0,28,0,28.83190980089639,77.0573424890292,0
2024-02-01 00:00:00,ATM_0102,33,1818.1818181818182,0,33,0,28.70982758439872,77.1506761782229,0
2024-02-01 00:00:00,ATM_0103,35,2271.4285714285716,1,35,1,28.80782236456273,77.11402765902136,1
2024-02-01 00:00:00,ATM_0104,25,1620.0,0,25,0,28.891754531332783,77.17120779031413,0
2024-02-01 00:00:00,ATM_0105,42,1678.5714285714287,1,42,1,28.62123816865483,77.19815401639366,0
2024-02-01 00:00:00,ATM_0106,19,2157.8947368421054,0,19,0,28.827644607896975,76.86789145765444,0
2024-02-01 00:00:00,ATM_0107,33,2212.121212121212,0,33,1,28.657610653588925,77.17351776516622,0
2024-02-01 00:00:00,ATM_0108,29,1655.1724137931035,0,29,0,28.809679026046805,76.94884132550118,0
2024-02-01 00:00:00,ATM_0109,27,1333.3333333333333,0,27,0,28.597325545826568,77.12688787144101,0
2024-02-01 00:00:00,ATM_0110,26,1711.5384615384614,0,26,0,28.521623979854244,77.17696559364778,0
2024-02-01 00:00:00,ATM_0111,27,2018.5185185185185,1,27,1,28.576031628125236,77.13086989936939,0
2024-02-01 00:00:00,ATM_0112,22,3000.0,0,22,0,28.66339708367673,77.27011372168225,0
2024-02-01 00:00:00,ATM_0113,32,1984.375,1,32,1,28.76814132077124,77.11821828881085,1
2024-02-01 00:00:00,ATM_0114,19,1657.8947368421052,0,19,0,28.469444595153433,77.18914091539162,1
2024-02-01 00:00:00,ATM_0115,33,1500.0,1,33,1,28.899656379822048,77.29333022912226,0
2024-02-01 00:00:00,ATM_0116,25,1900.0,1,25,1,28.57627605284083,76.86596149855922,0
2024-02-01 00:00:00,ATM_0117,23,2326.086956521739,0,23,0,28.89645606174865,77.01006928667039,0
2024-02-01 00:00:00,ATM_0118,24,2166.6666666666665,0,24,0,28.515104881035263,76.80750138032171,0
2024-02-01 00:00:00,ATM_0119,33,2545.4545454545455,0,33,0,28.43518490275371,77.24501527775828,0
2024-02-01 00:00:00,ATM_0120,26,1807.6923076923076,1,26,1,28.478443761254336,77.22581814037562,0
2024-02-01 00:00:00,ATM_0121,29,1672.4137931034484,1,29,1,28.674590094504616,76.8020127219904,0
2024-02-01 00:00:00,ATM_0122,28,2785.714285714286,0,28,0,28.88503954876224,76.81413193239713,0
2024-02-01 00:00:00,ATM_0123,22,1500.0,0,22,0,28.55154359370726,77.23408170683133,0
2024-02-01 00:00:00,ATM_0124,39,2076.923076923077,0,39,2,28.60262321665323,77.28432819752345,0
2024-02-01 00:00:00,ATM_0125,31,1677.4193548387098,0,31,0,28.89459610228488,76.81546385461573,0
2024-02-01 00:00:00,ATM_0126,21,1976.1904761904761,0,21,0,28.753769197976485,77.25316837235646,0
2024-02-01 00:00:00,ATM_0127,29,2482.7586206896553,0,29,0,28.453006893464536,77.21327175414142,0
2024-02-01 00:00:00,ATM_0128,27,2370.3703703703704,1,27,1,28.892812978162443,77.05373810085567,0
2024-02-01 00:00:00,ATM_0129,25,2520.0,1,25,1,28.667996471860064,76.92693811917515,0
2024-02-01 00:00:00,ATM_0130,31,3064.516129032258,1,31,1,28.420356723508128,77.19300716124997,0
2024-02-01 00:00:00,ATM_0131,36,2166.6666666666665,0,36,0,28.546534915668417,77.08964254013429,0
2024-02-01 00:00:00,ATM_0132,27,1981.4814814814815,2,27,2,28.695871803523776,77.04152768045957,0
2024-02-01 00:00:00,ATM_0133,33,2060.6060606060605,1,33,1,28.578837886176434,77.29112116422247,0
2024-02-01 00:00:00,ATM_0134,30,1483.3333333333333,0,30,1,28.835271443820552,76.99359524015846,0
2024-02-01 00:00:00,ATM_0135,31,3016.1290322580644,1,31,1,28.87710740590114,77.15573752982671,0
2024-02-01 00:00:00,ATM_0136,24,2479.1666666666665,1,24,2,28.46024577922436,76.82710305961837,0
2024-02-01 00:00:00,ATM_0137,32,2281.25,1,32,1,28.853565656634196,77.27427515179745,0
2024-02-01 00:00:00,ATM_0138,25,3080.0,0,25,0,28.438213427778585,76.82001266781191,0
2024-02-01 00:00:00,ATM_0139,34,1588.235294117647,1,34,1,28.516019776526697,77.01168173341946,0
2024-02-01 00:00:00,ATM_0140,31,2193.548387096774,0,31,0,28.502298639671313,77.19203404713609,0
2024-02-01 00:00:00,ATM_0141,35,3128.5714285714284,0,35,0,28.60751070302068,76.84283076750711,0
2024-02-01 00:00:00,ATM_0142,23,2000.0,0,23,0,28.821176595192195,77.06850344154182,1
2024-02-01 00:00:00,ATM_0143,31,2854.8387096774195,1,31,1,28.68805383948849,77.01683661985508,0
2024-02-01 00:00:00,ATM_0144,22,2204.5454545454545,1,22,1,28.594934008348165,76.9076807005308,0
2024-02-01 00:00:00,ATM_0145,35,1771.4285714285713,0,35,0,28.457100402048972,77.22361162007572,0
2024-02-01 00:00:00,ATM_0146,21,3333.3333333333335,1,21,1,28.859262694550885,77.2036012665139,1
2024-02-01 00:00:00,ATM_0147,23,2695.6521739130435,1,23,1,28.663643562997365,77.08499438825096,0
2024-02-01 00:00:00,ATM_0148,27,1944.4444444444443,0,27,0,28.414185709555937,77.07021719378221,0
2024-02-01 00:00:00,ATM_0149,26,1480.7692307692307,0,26,0,28.7471052819805,76.93696281646753,0
2024-02-01 00:00:00,ATM_0150,28,2375.0,1,28,1,28.510605864954073,77.18535343085831,0
2024-02-01 00:00:00,ATM_0151,22,1727.2727272727273,0,22,0,28.60417126979012,76.94592762021348,0
2024-02-01 00:00:00,ATM_0152,32,1718.75,1,32,0,28.566949326778488,77.18806763628652,0
2024-02-01 00:00:00,ATM_0153,31,2032.258064516129,1,31,2,28.478538685947477,77.20521828017547,0
2024-02-01 00:00:00,ATM_0154,28,2392.8571428571427,1,28,0,28.43722022451195,76.80779176397719,0
2024-02-01 00:00:00,ATM_0155,30,2666.6666666666665,0,30,0,28.85359079729021,77.03473700090932,0
2024-02-01 00:00:00,ATM_0156,25,1300.0,0,25,0,28.84022553584244,76.94828290608709,0
2024-02-01 00:00:00,ATM_0157,28,1375.0,0,28,0,28.85081990988895,77.02519523914972,0
2024-02-01 00:00:00,ATM_0158,30,2766.6666666666665,1,30,1,28.567173121584293,77.06348806541533,0
2024-02-01 00:00:00,ATM_0159,21,2261.904761904762,0,21,0,28.657567549208288,77.11564889549427,0
2024-02-01 00:00:00,ATM_0160,34,2308.823529411765,0,34,0,28.811005382105723,76.9900665187692,0
2024-02-01 00:00:00,ATM_0161,24,2500.0,0,24,0,28.49088839943101,77.2034624895408,0
2024-02-01 00:00:00,ATM_0162,32,2078.125,1,32,1,28.4914702317631,76.83316886929028,0
2024-02-01 00:00:00,ATM_0163,31,2306.451612903226,3,31,3,28.858522177373967,77.04349059555646,0
2024-02-01 00:00:00,ATM_0164,28,2642.8571428571427,1,28,1,28.8811455751674,76.99358794105133,0
2024-02-01 00:00:00,ATM_0165,33,2257.5757575757575,3,33,3,28.445788081962014,76.8194454452997,0
2024-02-01 00:00:00,ATM_0166,25,1980.0,0,25,0,28.740513933043864,77.22351030349627,0
2024-02-01 00:00:00,ATM_0167,31,2112.9032258064517,0,31,0,28.784546395372864,77.04636330643814,0
2024-02-01 00:00:00,ATM_0168,34,1926.4705882352941,0,34,0,28.546546718329584,76.99810283298845,0
2024-02-01 00:00:00,ATM_0169,27,3166.6666666666665,1,27,1,28.77328183761427,76.9237545708894,0
2024-02-01 00:00:00,ATM_0170,28,1750.0,0,28,0,28.522536791701363,77.05361348184918,0
2024-02-01 00:00:00,ATM_0171,38,2131.5789473684213,1,38,1,28.839594986815342,77.24705699138241,0
2024-02-01 00:00:00,ATM_0172,26,2846.153846153846,0,26,0,28.599455066602115,77.04319320849004,0
2024-02-01 00:00:00,ATM_0173,32,2718.75,1,32,1,28.604633293941145,77.06198972823657,0
2024-02-01 00:00:00,ATM_0174,28,2017.857142857143,0,28,1,28.78265373734085,76.92528084436591,0
2024-02-01 00:00:00,ATM_0175,30,2816.6666666666665,0,30,0,28.486203739709868,77.19447162972283,0
2024-02-01 00:00:00,ATM_0176,31,1629.032258064516,0,31,0,28.58218329896029,77.27667284559955,0
2024-02-01 00:00:00,ATM_0177,28,2821.4285714285716,2,28,2,28.76267733092388,77.09517607946407,0
2024-02-01 00:00:00,ATM_0178,34,1514.7058823529412,1,34,1,28.567151339517466,76.96007530672188,0
2024-02-01 00:00:00,ATM_0179,28,2303.5714285714284,0,28,0,28.78144037059627,77.11913198281398,0
2024-02-01 00:00:00,ATM_0180,30,2666.6666666666665,1,30,1,28.44126745403275,77.0922792519729,0
2024-02-01 00:00:00,ATM_0181,33,2106.060606060606,0,33,0,28.520813020878435,77.07451437748783,0
2024-02-01 00:00:00,ATM_0182,21,2047.6190476190477,0,21,0,28.85193085178387,77.07711174479581,1
2024-02-01 00:00:00,ATM_0183,30,1716.6666666666667,0,30,0,28.45588216282715,76.82803793361315,0
2024-02-01 00:00:00,ATM_0184,29,2051.7241379310344,0,29,0,28.716193764546965,77.21731069231035,0
2024-02-01 00:00:00,ATM_0185,33,1545.4545454545455,1,33,1,28.814126780704825,76.84564938086685,0
2024-02-01 00:00:00,ATM_0186,30,2800.0,0,30,0,28.748903202236107,77.09864713010442,0
2024-02-01 00:00:00,ATM_0187,31,1532.258064516129,0,31,0,28.833246601330305,76.8598719218929,0
2024-02-01 00:00:00,ATM_0188,32,2421.875,0,32,0,28.662600136613623,76.99434828968899,0
2024-02-01 00:00:00,ATM_0189,22,1931.8181818181818,1,22,2,28.499733568993182,77.01689015879187,0
2024-02-01 00:00:00,ATM_0190,31,2758.064516129032,1,31,0,28.82071538875222,77.17851187882468,0
2024-02-01 00:00:00,ATM_0191,22,1522.7272727272727,0,22,0,28.455611891888022,76.99366231422998,0
2024-02-01 00:00:00,ATM_0192,32,2000.0,0,32,0,28.473490561153383,77.09305276108911,0
2024-02-01 00:00:00,ATM_0193,29,2000.0,0,29,1,28.60365635240171,77.25768651963791,0
2024-02-01 00:00:00,ATM_0194,32,2156.25,0,32,0,28.68822291705479,76.96769636544275,0
2024-02-01 00:00:00,ATM_0195,20,1275.0,0,20,0,28.737371755656476,77.03711707731615,0
2024-02-01 00:00:00,ATM_0196,33,2045.4545454545455,0,33,0,28.40621788260456,76.96781775328807,1
2024-02-01 00:00:00,ATM_0197,31,1645.1612903225807,1,31,0,28.56862635119511,77.28990199342056,0
2024-02-01 00:00:00,ATM_0198,29,2379.310344827586,0,29,0,28.401562160582593,77.24169959408495,0
2024-02-01 00:00:00,ATM_0199,25,1500.0,0,25,0,28.504563394936003,77.18368549325467,0
2024-02-01 12:00:00,ATM_0000,26,2192.3076923076924,1,26,1,28.842847540454933,77.04207951097403,1
2024-02-01 12:00:00,ATM_0001,16,1375.0,0,16,0,28.628898652589637,76.99726578961979,0
2024-02-01 12:00:00,ATM_0002,34,2323.529411764706,1,34,1,28.731338576670343,77.11318636034103,0
2024-02-01 12:00:00,ATM_0003,19,3552.6315789473683,0,19,0,28.73854231895163,77.10475121963005,0
2024-02-01 12:00:00,ATM_0004,23,1043.4782608695652,0,23,0,28.401444875573763,77.1393726062339,0
2024-02-01 12:00:00,ATM_0005,30,2200.0,1,30,1,28.626212006592265,77.15656655739821,0
2024-02-01 12:00:00,ATM_0006,20,2475.0,0,20,0,28.486268490423285,77.07706167744516,0
2024-02-01 12:00:00,ATM_0007,27,1703.7037037037037,1,27,0,28.48246310110483,76.96963960924015,0
2024-02-01 12:00:00,ATM_0008,30,2650.0,0,30,0,28.79634422948729,77.11078660859654,0
2024-02-01 12:00:00,ATM_0009,23,1173.9130434782608,0,23,0,28.825418271415742,76.82124696638223,0
2024-02-01 12:00:00,ATM_0010,31,1887.0967741935483,0,31,0,28.607600807371668,76.80127922273756,0
2024-02-01 12:00:00,ATM_0011,25,2280.0,0,25,0,28.512346854401898,77.04879463277979,0
2024-02-01 12:00:00,ATM_0012,25,2440.0,1,25,0,28.589996298732423,77.08455248080591,0
2024-02-01 12:00:00,ATM_0013,26,1942.3076923076924,0,26,0,28.521339186505603,77.11036341095213,0
2024-02-01 12:00:00,ATM_0014,31,3822.5806451612902,0,31,0,28.78675161876408,77.1991786834372,0
2024-02-01 12:00:00,ATM_0015,17,2117.6470588235293,0,17,0,28.524661430914975,77.00805937947646,0
2024-02-01 12:00:00,ATM_0016,31,2177.4193548387098,0,31,0,28.733485623758572,76.82951707287275,0
2024-02-01 12:00:00,ATM_0017,17,1529.4117647058824,0,17,0,28.857112690293395,76.93167307846308,0
2024-02-01 12:00:00,ATM_0018,30,2350.0,0,30,0,28.74610995340198,76.9101213612396,0
2024-02-01 12:00:00,ATM_0019,27,1685.1851851851852,0,27,0,28.84415727636836,76.98365228837773,0
2024-02-01 12:00:00,ATM_0020,37,2567.5675675675675,0,37,0,28.532886390084848,77.13324346058226,0
2024-02-01 12:00:00,ATM_0021,28,2232.1428571428573,3,28,3,28.62464040032058,77.01253631718781,0
2024-02-01 12:00:00,ATM_0022,34,1882.3529411764705,1,34,1,28.83950547776464,77.26535614714484,0
2024-02-01 12:00:00,ATM_0023,29,2034.4827586206898,1,29,1,28.889964419184384,77.19316005322013,0
2024-02-01 12:00:00,ATM_0024,31,1500.0,2,31,0,28.835290087336507,76.89309020271376,0
2024-02-01 12:00:00,ATM_0025,30,2066.6666666666665,0,30,0,28.464825804126388,77.18629384502253,0
2024-02-01 12:00:00,ATM_0026,27,2000.0,0,27,1,28.807376048679657,77.21104593139572,1
2024-02-01 12:00:00,ATM_0027,23,2956.521739130435,1,23,1,28.418688837831233,77.10096850203593,0
2024-02-01 12:00:00,ATM_0028,35,2214.285714285714,1,35,1,28.588565520357218,76.9510044849405,0
2024-02-01 12:00:00,ATM_0029,24,2187.5,0,24,1,28.691629762953152,76.94774527227626,0
2024-02-01 12:00:00,ATM_0030,24,1583.3333333333333,0,24,0,28.73677504580395,77.27452912234075,0
2024-02-01 12:00:00,ATM_0031,31,1951.6129032258063,0,31,0,28.7276125937102,76.97350079099728,0
2024-02-01 12:00:00,ATM_0032,25,2880.0,1,25,1,28.635061647054187,77.08886631086982,0
2024-02-01 12:00:00,ATM_0033,24,2375.0,1,24,1,28.580190724001923,77.1323503856681,0
2024-02-01 12:00:00,ATM_0034,27,2388.8888888888887,2,27,3,28.651246075059476,76.92830596578499,0
2024-02-01 12:00:00,ATM_0035,23,2739.1304347826085,0,23,0,28.59696646586838,76.91080987549974,0
2024-02-01 12:00:00,ATM_0036,24,2583.3333333333335,0,24,0,28.439292278662272,76.80046758147914,0
2024-02-01 12:00:00,ATM_0037,32,1812.5,0,32,1,28.81679405358581,77.15375929555752,0
2024-02-01 12:00:00,ATM_0038,42,1821.4285714285713,0,42,0,28.83073953877405,76.83372598693897,0
2024-02-01 12:00:00,ATM_0039,20,1475.0,1,20,1,28.75929104460528,77.16424209617642,0
2024-02-01 12:00:00,ATM_0040,40,2112.5,1,40,2,28.471574828076317,76.9882498855232,0
2024-02-01 12:00:00,ATM_0041,23,1956.5217391304348,0,23,0,28.88738319280013,76.87485456851816,0
2024-02-01 12:00:00,ATM_0042,30,2116.6666666666665,1,30,3,28.75649338818505,77.19156004251259,0
2024-02-01 12:00:00,ATM_0043,22,1477.2727272727273,1,22,1,28.674568255297466,77.28941446638127,1
2024-02-01 12:00:00,ATM_0044,30,1816.6666666666667,1,30,1,28.808005521336568,77.09443051495491,0
2024-02-01 12:00:00,ATM_0045,25,1420.0,1,25,0,28.53320139685935,77.24932684243248,0
2024-02-01 12:00:00,ATM_0046,31,1612.9032258064517,0,31,0,28.783880948542876,77.29912627440368,0
2024-02-01 12:00:00,ATM_0047,21,1357.142857142857,0,21,0,28.834480764147095,77.24413125835989,0
2024-02-01 12:00:00,ATM_0048,30,1716.6666666666667,0,30,0,28.685868194836885,76.85275267494688,0
2024-02-01 12:00:00,ATM_0049,30,1983.3333333333333,1,30,1,28.669219460766175,76.87238035141422,0
2024-02-01 12:00:00,ATM_0050,27,1962.962962962963,1,27,1,28.473884566155075,77.28972697084359,0
2024-02-01 12:00:00,ATM_0051,31,2322.5806451612902,0,31,0,28.798981789580797,77.14353030758133,0
2024-02-01 12:00:00,ATM_0052,22,1590.909090909091,0,22,0,28.849278977748227,77.05459880598332,1
2024-02-01 12:00:00,ATM_0053,29,2465.5172413793102,1,29,1,28.656445183113036,77.28210307058383,1
2024-02-01 12:00:00,ATM_0054,28,2410.714285714286,4,28,2,28.664962754366464,77.00742005113402,0
2024-02-01 12:00:00,ATM_0055,33,2696.969696969697,0,33,0,28.60969098119266,77.14282991073334,0
2024-02-01 12:00:00,ATM_0056,39,1833.3333333333333,1,39,1,28.864807498458006,76.9440456596748,0
